Name,About,Website
"
Kocak Ventures
","
 Web / Mobile Development - Seed Investment
Welcome to Kocak Ventures, Web/Mobile Development and Seed Investment Company. We provide professional IT services focused on custom application development. We use Open Source technology, act in the spirit of Agile Manifesto – it provides better flexibility and ...",http://www.kocakventures.com
"
vismath
","
 Re-experience Mathematics
",http://www.vismath.eu
"
Spectrm
","
 Scribd for Journalism.
Spectrm is the first journalism platform by authors for readers.
We enable authors - mostly journalists and bloggers - to publish and monetize their work through an intelligent matchmaking with their readership.
For our readers, we are the first one’s to create ...",http://www.spectrm.de
"
Global Asset Capital
","
 
",http://www.gacapital.com
"
Mitgruender
","
 Mitgründer finden Gründer und Gründungsideen
Jetzt Mitgründer finden.
Setze Ideen gemeinsam erfolgreich um.",http://www.xn--mitgrnder-u9a.com/
"
Ourbaku e.V.
","
 
We collect and visualize information about the rich history of Baku (capital of azerbaijan). For this purpose we used a Wiki to build up a database of currently 2800 articles and round about 15k historical images (sept. 2012).",
"
Fluento Limited
","
 Forget the community! I want a pro language teacher. 
Fluento offers online language lessons via skype video with professional teachers. Customers get individual language lessons online at home or from the office with native speaking teachers at a suitable time. The teachers are professionals and ensure outstanding ...",http://www.fluento.com/en-US/
"
StartupCVs
","
 Startups meet Candidates.
StartupCVs is a platform which connects leading startups with the brightest startup-interested minds across all seniorities. It is the easiest and most effective way for a candidate to get in touch with startups. StartupCVs was founded by Berlin-based entrepreneurs ...",http://www.startupcvs.com
"
Online Angels
","
 Online Marketing Consulting and execution
Online Angels help companies to set their Online Marketing strategy, oversee the Online Marketing activities and execution.",http://www.onlineangels.de
"
U START
","
 now
any colour U like",http://www.ende.de
"
NTS Energie- und Transportsysteme
","
 Airborne Wind Energy Production
Airborne Wind-energy, a High Altitude Wind Energy System, is the most promising source of renewable and cost-effective energy. X-Wind Plants (spoken: Cross-Wind Plants) are using the power like kite-surfers do. Unlike conventional fossil fuel systems, this product ...",http://www.x-wind.de
"
FreeDM - Free Data Market
","
 eBay for data, enabling Web 3.0
FreeDM provides a platform for organisations to trade data between them like the stock market, just for data.
It helps customers access data they cannot access in any other way. By this, it gives incentives to organisations to create more data to monetize it.
It's ...",http://www.freedatamarket.de/
"
Snappeo
","
 15 million Americans relocate every year. Snappeo helps you feel at home wherever you go.
1 million young Americans leave their hometown every year for college. 14 million Americans relocate and start a new life in a different place. What do all these people have in common? They’re all newcomers, strangers in a strange land. And they all need to make ...",http://www.snappeo.com
"
Sixtyone Minutes
","
 all in one App for curated services. 
Sixtyone Minutes is your personal Assistant. Your Butler via App since 2014 available in Germany, Austria and Switzerland.
Text us to get whatever you want with no hassle!
We answer every one of your requests. Send us a text, picture or voicemessage and we'll ...",http://www.sixtyoneminutes.de
"
TurboCupones
","
 Online Discount Coupon Codes 
We offer discount coupons and voucher codes in Spain and other strategic markets.",http://www.turbocupones.com/
"
MyParfum
","
 We make perfume unique!
With more than 88,000 customers, MyParfum is the global market leader in individualized perfumes. By means of our innovative and award-winning MyParfum scent system, we are changing the perfume market. Online or in stores, our customers may take the role of the ...",http://www.myparfum.co.uk
"
iStoryboard
","
 We make videos to explain ideas
We make animated videos to explain peoples ideas, services and products. We are always trying to find new and innovative ways to do this, and interesting people to work with. We don't do anything with a formula or a template, because every customer is different ...",http://www.istoryboard.com.au
"
SportyDate
","
 Jochen Schweizer für Singles
SportyDate ist die unterhaltsame Verbindung von Fitness und Dating – ganz ohne peinliche Schweigepausen und das zwanghafte Runterrattern von Lebensläufen. Hier können sich sportliche Singles ganz unkompliziert beim gemeinsamen Training kennenlernen und nebenbei ...",http://sporty-date.com/
"
Jurato
","
 
",http://www.jurato.de
"
Josho Partners
","
 Contemporary consulting agency
Josho is a contemporary consulting agency with offices currently in Berlin and Warsaw. With a combined 25 years of international expertise and experience in the digital field, Josho unlocks hidden potential in companies at all stages. We challenge the future and ...",http://www.joshopartners.com
